Crash Number,Crash Date,Crash Time,City/Town,Crash Severity,Roadway,Near Intersection Roadway,Landmark,Police Agency
4111998,11/4/2015,8:15 AM,WORCESTER,Property damage only (none injured),Rte 290 E,UNKNOWN,,State police
4112753,9/19/2015,8:44 PM,WORCESTER,Non-fatal injury,PENN AVENUE,,,Local police
4112775,9/8/2015,8:37 AM,WORCESTER,Not Reported,RAMP-RT 290 EB TO RT 122A / WARD STREET,,VERNON STEET,Local police
4113252,10/29/2015,8:20 AM,WORCESTER,Property damage only (none injured),MILL STREET,,MOBIL GAS STATION,Local police
4118789,11/3/2015,12:30 PM,WORCESTER,Property damage only (none injured),Rte 290 E,UNKNOWN,,State police
4119963,11/20/2015,7:15 AM,WORCESTER,Property damage only (none injured),MADISON STREET,GREEN STREET,,State police
4119966,11/23/2015,4:20 PM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
4119970,11/29/2015,6:14 PM,WORCESTER,Non-fatal injury,Rte 290 W,,,State police
4124555,10/28/2015,6:21 PM,WORCESTER,Property damage only (none injured),QUINSIGAMOND AVENUE,,,Local police
4125028,12/14/2015,7:20 AM,WORCESTER,Property damage only (none injured),Rte 290 E,,,State police
4125226,12/11/2015,6:50 PM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
4125258,8/16/2015,2:05 PM,WORCESTER,Property damage only (none injured),VERNON STREET,,,Local police
4125275,8/31/2015,5:08 PM,WORCESTER,Property damage only (none injured),HAMMOND STREET / SOUTHBRIDGE STREET,,,Local police
4125292,10/28/2015,2:10 AM,WORCESTER,Not Reported,STAFFORD STREET / CURTIS PARKWAY / HEARD STREET,,,Local police
4125295,8/31/2015,1:29 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4125302,8/30/2015,8:58 PM,WORCESTER,Property damage only (none injured),WALL STREET,,,Local police
4125305,10/31/2015,8:42 AM,WORCESTER,Property damage only (none injured),MILLBURY STREET,HARDING STREET,,Local police
4125306,10/31/2015,12:30 AM,WORCESTER,Not Reported,WATER STREET / HARRISON STREET,,,Local police
4125324,10/29/2015,4:39 PM,WORCESTER,Non-fatal injury,MADISON STREET,HARDING STREET,,Local police
4125345,8/8/2015,9:16 AM,WORCESTER,Property damage only (none injured),AGAWAM STREET,,,Local police
4125347,8/7/2015,6:48 PM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET,,,Local police
4125808,8/2/2015,2:14 PM,WORCESTER,Property damage only (none injured),CANTERBURY STREET,GARDNER STREET,,Local police
4125852,10/30/2015,2:25 PM,WORCESTER,Property damage only (none injured),DELL AVENUE / PLANTATION STREET,,,Local police
4125865,8/22/2015,2:10 PM,WORCESTER,Property damage only (none injured),COLUMBIA STREET,,,Local police
4127266,8/5/2015,1:09 AM,WORCESTER,Property damage only (none injured),JEFFERSON STREET Rte 70 E,,,Local police
4127287,7/29/2015,1:48 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,,Local police
4127291,4/14/2015,2:29 AM,WORCESTER,Non-fatal injury,FOX STREET,,,Local police
4127310,8/24/2015,10:42 AM,WORCESTER,Not Reported,WATER STREET / HARRISON STREET,,,Local police
4127313,8/24/2015,4:34 PM,WORCESTER,Non-fatal injury,STAFFORD STREET / HEARD STREET,,,Local police
4127400,7/24/2015,1:45 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET Rte 122 / MENDON STREET,,,Local police
4128272,8/4/2015,4:00 PM,WORCESTER,Non-fatal injury,VERNON STREET,RAMP-RT 122A TO RT 290 WB,KELLEY SQUARE,Local police
4128283,8/4/2015,2:05 PM,WORCESTER,Not Reported,STAFFORD STREET,,,Local police
4128307,8/10/2015,9:36 AM,WORCESTER,Property damage only (none injured),MAIN STREET / MILL STREET,,,Local police
4128308,8/10/2015,7:00 AM,WORCESTER,Non-fatal injury,MAIN STREET / STAFFORD STREET,,,Local police
4128321,8/9/2015,10:35 AM,WORCESTER,Not Reported,PLANTATION STREET,,,Local police
4128322,8/9/2015,2:30 AM,WORCESTER,Not Reported,HARRISON STREET / WATER STREET,,,Local police
4128342,8/3/2015,5:50 PM,WORCESTER,Property damage only (none injured),WATER STREET / HARRISON STREET,,,Local police
4129130,8/4/2015,5:05 PM,WORCESTER,Non-fatal injury,MAIN STREET / IRENE STREET,,,Local police
4129166,8/7/2015,7:30 AM,WORCESTER,Non-fatal injury,MAIN STREET / CURTIS PARKWAY,,,Local police
4129187,8/3/2015,5:45 PM,WORCESTER,Property damage only (none injured),MADISON STREET,,,Local police
4129195,8/7/2015,1:06 PM,WORCESTER,Property damage only (none injured),CAMBRIDGE STREET / WEBSTER STREET,,,Local police
4129268,8/22/2015,8:45 AM,WORCESTER,Property damage only (none injured),CAMBRIDGE STREET / HAYNES STREET,,,Local police
4129313,8/21/2015,9:31 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET / MENDON STREET,,,Local police
4129330,8/24/2015,12:20 PM,WORCESTER,Property damage only (none injured),HAMMOND STREET / SOUTHBRIDGE STREET,,,Local police
4129345,8/21/2015,12:17 PM,WORCESTER,Property damage only (none injured),MADISON STREET / WASHINGTON STREET,,,Local police
4129355,8/20/2015,1:11 PM,WORCESTER,Property damage only (none injured),WEBSTER STREET / MILL STREET Rte SR12 S,,,Local police
4129357,8/12/2015,12:48 PM,WORCESTER,Property damage only (none injured),MILLBURY STREET / KELLEY SQUARE Rte SR122 S / WATER STREET Rte SR122 S,,,Local police
4129358,8/20/2015,8:15 AM,WORCESTER,Property damage only (none injured),MADISON STREET,,,Local police
4129372,8/19/2015,12:16 PM,WORCESTER,Not Reported,MILLBURY STREET / HARDING STREET / WATER STREET,,,Local police
4129401,8/10/2015,4:30 PM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET / LAFAYETTE STREET,,,Local police
4129405,8/10/2015,1:40 PM,WORCESTER,Not Reported,MAIN STREET,,,Local police
4129408,8/6/2015,1:02 PM,WORCESTER,Non-fatal injury,CAMBRIDGE STREET,,,Local police
4129418,12/17/2015,5:44 PM,WORCESTER,Property damage only (none injured),WATER STREET / COLUMBIA STREET,,,Local police
4129427,12/10/2015,10:19 AM,WORCESTER,Not Reported,CURTIS PARKWAY,,PARALLEL TO PARKING LOT,Local police
4130333,8/14/2015,1:35 PM,WORCESTER,Property damage only (none injured),MILL STREET,,,Local police
4130341,8/14/2015,9:30 AM,WORCESTER,Property damage only (none injured),WEBSTER STREET,,,Local police
4130355,8/2/2015,5:19 PM,WORCESTER,Property damage only (none injured),AYRSHIRE ROAD,,,Local police
4130402,8/26/2015,6:47 PM,WORCESTER,Property damage only (none injured),CAMBRIDGE STREET,,,Local police
4131502,12/30/2015,7:35 PM,WORCESTER,Property damage only (none injured),Rte 290 E,,,State police
4139261,9/5/2015,2:13 PM,WORCESTER,Non-fatal injury,MAIN STREET / HITCHCOCK ROAD,,,Local police
4139329,9/5/2015,10:34 PM,WORCESTER,Non-fatal injury,GARDNER STREET / CANTERBURY STREET,,,Local police
4139907,9/20/2015,11:47 AM,WORCESTER,Property damage only (none injured),HITCHCOCK ROAD,,,Local police
4139922,9/17/2015,12:00 PM,WORCESTER,Non-fatal injury,Rte 290,VERNON STREET,,Local police
4139937,9/16/2015,7:30 AM,WORCESTER,Property damage only (none injured),VERNON STREET / WARD STREET / JEFFERSON STREET,,,Local police
4140363,9/20/2015,10:41 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4143101,11/7/2015,9:01 AM,WORCESTER,Not Reported,VERNON STREET,,,Local police
4143105,9/1/2015,5:39 PM,WORCESTER,Property damage only (none injured),CURTIS PARKWAY,,,Local police
4143110,9/1/2015,6:55 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
4143121,9/19/2015,6:49 PM,WORCESTER,Non-fatal injury,WEBSTER STREET / CAMBRIDGE STREET,,,Local police
4143490,9/22/2015,5:39 PM,WORCESTER,Non-fatal injury,ENDICOTT STREET / QUINSIGAMOND AVENUE,,,Local police
4143497,11/18/2015,1:04 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4143503,11/16/2015,8:15 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4143537,9/11/2015,11:45 AM,WORCESTER,Not Reported,FREELAND STREET,,,Local police
4143555,9/19/2015,9:22 AM,WORCESTER,Not Reported,GRAFTON STREET,,DRIVEWAY,Local police
4143567,9/11/2015,10:07 AM,WORCESTER,Property damage only (none injured),KELLEY SQUARE / MILLBURY STREET,,,Local police
4143571,9/3/2015,1:37 PM,WORCESTER,Property damage only (none injured),RAMP-RT 122A TO RT 290 WB / VERNON STREET Rte SR122A N,,,Local police
4143585,9/11/2015,8:55 AM,WORCESTER,Property damage only (none injured),STAFFORD STREET,,,Local police
4143606,9/23/2015,1:55 PM,WORCESTER,Non-fatal injury,GRAND VIEW AVENUE,,,Local police
4143648,9/25/2015,10:50 PM,WORCESTER,Unknown,DELL AVENUE / PLANTATION STREET,,,Local police
4143662,9/9/2015,11:34 PM,WORCESTER,Property damage only (none injured),MILLBURY STREET,,ANNA CLEANERS,Local police
4144226,10/1/2015,12:20 AM,WORCESTER,Not Reported,MILLBURY STREET,,,Local police
4144247,9/14/2015,5:55 PM,WORCESTER,Non-fatal injury,STAFFORD STREET,,,Local police
4144251,9/14/2015,5:54 PM,WORCESTER,Property damage only (none injured),HARRISON STREET Rte 290 E,WAVERLY STREET,,Local police
4144256,9/14/2015,3:12 PM,WORCESTER,Non-fatal injury,MAIN STREET / YOUNG STREET,,,Local police
4144260,9/13/2015,2:00 PM,WORCESTER,Not Reported,MILLBURY STREET,KELLEY SQUARE,,Local police
4144279,9/14/2015,12:33 AM,WORCESTER,Property damage only (none injured),WALL STREET,,,Local police
4144291,9/13/2015,2:26 PM,WORCESTER,Property damage only (none injured),MILLBURY STREET,,,Local police
4144293,9/24/2015,5:26 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
4144303,9/13/2015,1:20 PM,WORCESTER,Property damage only (none injured),CANTERBURY STREET / GARDNER STREET,,,Local police
4144317,9/12/2015,10:59 PM,WORCESTER,Property damage only (none injured),STAFFORD STREET / HEARD STREET,,,Local police
4144321,9/25/2015,8:20 AM,WORCESTER,Not Reported,CAMBRIDGE STREET,,,Local police
4144324,9/12/2015,4:01 PM,WORCESTER,Property damage only (none injured),HARRISON STREET / HARDING STREET,,,Local police
4144354,9/11/2015,6:20 PM,WORCESTER,Property damage only (none injured),MADISON STREET / VERNON STREET / HARDING STREET,,,Local police
4144380,9/11/2015,1:20 PM,WORCESTER,Property damage only (none injured),CANTERBURY STREET / GARDNER STREET,,,Local police
4144408,9/18/2015,6:28 AM,WORCESTER,Property damage only (none injured),CANTERBURY STREET / GARDNER STREET,,,Local police
4144410,9/30/2015,5:30 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,,Local police
4144424,9/25/2015,3:35 PM,WORCESTER,Property damage only (none injured),HOLLIS STREET,,,Local police
4144887,9/27/2015,6:56 AM,WORCESTER,Property damage only (none injured),VERNON STREET Rte SR122A S / RAMP-RT 122A TO RT 290 WB / RAMP-RT 290 WB TO RT 122A,,,Local police
4144973,9/29/2015,12:00 PM,WORCESTER,Not Reported,HARRISON STREET / HARDING STREET,,,Local police
4145009,9/23/2015,1:20 PM,WORCESTER,Property damage only (none injured),WASHINGTON STREET / MADISON STREET,,,Local police
4145035,9/28/2015,5:00 PM,WORCESTER,Not Reported,GRAFTON STREET,,,Local police
4146020,9/1/2015,9:00 AM,WORCESTER,Property damage only (none injured),GRAFTON STREET / WALL STREET,,,Local police
4146026,7/31/2015,7:09 PM,WORCESTER,Property damage only (none injured),ILLINOIS STREET,,,Local police
4146042,9/8/2015,12:50 PM,WORCESTER,Property damage only (none injured),CHROME STREET / ORIENT STREET,,,Local police
4146057,9/7/2015,2:52 PM,WORCESTER,Non-fatal injury,WATER STREET / HARRISON STREET,,,Local police
4146066,9/7/2015,10:00 AM,WORCESTER,Non-fatal injury,GRAFTON STREET,,,Local police
4147204,9/1/2015,8:59 AM,WORCESTER,Not Reported,CURTIS PARKWAY / STAFFORD STREET,,,Local police
4151315,12/26/2015,2:56 PM,WORCESTER,Unknown,LAMARTINE STREET / LODI STREET / HERMON STREET,,,Local police
4151697,12/22/2015,8:09 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET,,,Local police
4151698,12/24/2015,11:28 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4152289,12/8/2015,9:31 AM,WORCESTER,Property damage only (none injured),MAIN STREET / WAYNE STREET,,,Local police
4152298,10/17/2015,00:98 AM,WORCESTER,Non-fatal injury,MAIN STREET / MILL STREET,,,Local police
4152323,10/15/2015,10:20 PM,WORCESTER,Non-fatal injury,LAMARTINE STREET / QUINSIGAMOND AVENUE,,,Local police
4152329,10/16/2015,2:05 AM,WORCESTER,Property damage only (none injured),KELLEY SQUARE / HARDING STREET,,,Local police
4153078,10/23/2015,2:30 PM,WORCESTER,Not Reported,JEFFERSON STREET,,,Local police
4153114,10/9/2015,11:30 PM,WORCESTER,Property damage only (none injured),HARDING STREET,,,Local police
4153124,10/21/2015,2:50 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,PKLOT,Local police
4153138,10/9/2015,10:15 AM,WORCESTER,Property damage only (none injured),ORIENT STREET,,,Local police
4153154,10/20/2015,3:39 PM,WORCESTER,Property damage only (none injured),PLANTATION STREET,CHROME STREET,,Local police
4153162,10/20/2015,2:23 PM,WORCESTER,Property damage only (none injured),LAKE AVENUE,,,Local police
4153776,12/17/2015,1:34 PM,WORCESTER,Not Reported,MENDON STREET,,,Local police
4153782,10/7/2015,8:38 AM,WORCESTER,Property damage only (none injured),ORIENT STREET / THORNE STREET,,,Local police
4154552,10/1/2015,8:40 AM,WORCESTER,Not Reported,STONELAND ROAD,,,Local police
4154566,9/26/2015,12:42 AM,WORCESTER,Property damage only (none injured),HARRISON STREET / HARDING STREET,,,Local police
4154568,9/20/2015,11:00 PM,WORCESTER,Not Reported,HITCHCOCK ROAD,,,Local police
4154576,9/4/2015,3:25 PM,WORCESTER,Non-fatal injury,HARDING STREET,KELLEY SQUARE,,Local police
4155139,10/8/2015,4:30 PM,WORCESTER,Property damage only (none injured),SIGEL STREET / BIGELOW STREET,,,Local police
4155144,10/8/2015,1:46 PM,WORCESTER,Non-fatal injury,VERNON STREET / JEFFERSON STREET,,,Local police
4155147,12/15/2015,12:58 PM,WORCESTER,Property damage only (none injured),FOX STREET,,,Local police
4155151,10/15/2015,12:30 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET,,,Local police
4155168,10/8/2015,8:00 AM,WORCESTER,Property damage only (none injured),WASHINGTON STREET / MADISON STREET,,,Local police
4155205,10/10/2015,1:20 PM,WORCESTER,Non-fatal injury,BARCLAY STREET / GRAFTON STREET,,,Local police
4155835,10/14/2015,8:05 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET / HAMMOND STREET,,,Local police
4155867,10/14/2015,8:55 AM,WORCESTER,Not Reported,GRAFTON STREET,MENDON STREET,,Local police
4155868,10/13/2015,11:54 PM,WORCESTER,Property damage only (none injured),PLANTATION STREET / DARTMOUTH STREET,,,Local police
4155870,10/13/2015,5:55 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CURTIS PARKWAY,,,Local police
4156721,10/11/2015,7:16 PM,WORCESTER,Property damage only (none injured),STAFFORD STREET / HEARD STREET,,,Local police
4156730,10/12/2015,1:10 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET,BARCLAY STREET,DUNKIN DONUTS,Local police
4156751,10/12/2015,1:00 PM,WORCESTER,Not Reported,GRAFTON STREET,,MOBILE STATATION,Local police
4156760,10/12/2015,1:48 AM,WORCESTER,Property damage only (none injured),ORIENT STREET / THORNE STREET,,,Local police
4156765,10/11/2015,6:58 PM,WORCESTER,Property damage only (none injured),WATER STREET / HARRISON STREET,,,Local police
4156767,10/11/2015,6:29 PM,WORCESTER,Property damage only (none injured),CAMBRIDGE STREET,,,Local police
4156829,8/26/2015,6:09 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
4157261,10/25/2015,2:32 AM,WORCESTER,Property damage only (none injured),KELLEY SQUARE / MILLBURY STREET / HARDING STREET,,LIGHT POLE,Local police
4157264,10/30/2015,1:25 PM,WORCESTER,Property damage only (none injured),DELL AVENUE / PLANTATION STREET,,,Local police
4157268,10/19/2015,9:00 PM,WORCESTER,Property damage only (none injured),RAMP-RT 122A TO RT 290 WB / KELLEY SQUARE Rte SR122A N / VERNON STREET Rte SR122A N,,,Local police
4162519,11/12/2015,6:13 PM,WORCESTER,Non-fatal injury,PLANTATION STREET / DARTMOUTH STREET / THORNE STREET,,,Local police
4163298,11/12/2015,8:34 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CAMBRIDGE STREET,,,Local police
4163312,11/10/2015,6:00 PM,WORCESTER,Non-fatal injury,MAIN STREET / YOUNG STREET,,,Local police
4163336,11/13/2015,7:00 PM,WORCESTER,Non-fatal injury,WASHINGTON STREET / MADISON STREET,,,Local police
4163347,11/20/2015,7:20 AM,WORCESTER,Non-fatal injury,WALL STREET,,,Local police
4163863,11/11/2015,3:30 PM,WORCESTER,Not Reported,FOX STREET,,,Local police
4163883,11/16/2015,10:44 AM,WORCESTER,Not Reported,MILLBURY STREET / KELLEY SQUARE Rte SR122A N / WATER STREET Rte SR122 S,,,Local police
4163909,11/12/2015,9:43 PM,WORCESTER,Non-fatal injury,WAVERLY STREET,,,Local police
4163941,11/2/2015,8:00 AM,WORCESTER,Property damage only (none injured),FAIRMONT AVENUE,,,Local police
4163949,12/29/2015,3:30 PM,WORCESTER,Non-fatal injury,ELLSWORTH STREET / QUINSIGAMOND AVENUE,,,Local police
4163951,11/28/2015,12:25 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4163969,11/23/2015,6:48 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4163972,11/23/2015,5:24 PM,WORCESTER,Non-fatal injury,MADISON STREET / GREEN STREET,,,Local police
4163990,11/4/2015,5:34 PM,WORCESTER,Property damage only (none injured),HARDING STREET / KELLEY SQUARE / HARDING STREET,,,Local police
4163996,11/4/2015,3:59 PM,WORCESTER,Not Reported,GATES LANE / MAIN STREET,,,Local police
4164001,11/20/2015,12:12 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
4164017,11/27/2015,11:09 AM,WORCESTER,Unknown,HARDING STREET,,,Local police
4164437,11/25/2015,2:40 PM,WORCESTER,Property damage only (none injured),CHROME STREET / ORIENT STREET,,,Local police
4164456,11/8/2015,1:41 PM,WORCESTER,Property damage only (none injured),HARRISON STREET,,,Local police
4164459,11/9/2015,1:05 PM,WORCESTER,Non-fatal injury,MAIN STREET,MILL STREET,,Local police
4164471,11/9/2015,10:46 AM,WORCESTER,Property damage only (none injured),HARDING STREET / LAFAYETTE STREET,,,Local police
4164473,11/14/2015,6:03 PM,WORCESTER,Property damage only (none injured),MADISON STREET / HARDING STREET,,,Local police
4164498,11/9/2015,3:57 PM,WORCESTER,Property damage only (none injured),HARDING STREET / MADISON STREET,,,Local police
4164529,11/9/2015,8:02 AM,WORCESTER,Non-fatal injury,IVES STREET,,,Local police
4164532,11/8/2015,11:33 PM,WORCESTER,Property damage only (none injured),PROVIDENCE STREET,,,Local police
4164535,11/30/2015,12:25 PM,WORCESTER,Property damage only (none injured),STAFFORD STREET / HEARD STREET,,,Local police
4164540,11/19/2015,11:22 AM,WORCESTER,Not Reported,GRAFTON STREET / HOUGHTON STREET,,,Local police
4164550,11/18/2015,11:00 PM,WORCESTER,Non-fatal injury,THORNE STREET / PLANTATION STREET,,,Local police
4164557,11/18/2015,10:56 AM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET,,,Local police
4164563,11/14/2015,8:10 PM,WORCESTER,Non-fatal injury,MILLBURY STREET / LAFAYETTE STREET,,,Local police
4164572,11/10/2015,10:00 AM,WORCESTER,Property damage only (none injured),FREELAND STREET,,,Local police
4164595,11/12/2015,11:45 PM,WORCESTER,Not Reported,QUINSIGAMOND AVENUE / LAMARTINE STREET,,,Local police
4164596,11/23/2015,6:20 PM,WORCESTER,Property damage only (none injured),CANTERBURY STREET,,,Local police
4164835,11/16/2015,12:23 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CURTIS PARKWAY,,,Local police
4164845,11/28/2015,7:43 PM,WORCESTER,Non-fatal injury,KELLEY SQUARE / RAMP-RT 122A TO RT 290 WB,,,Local police
4164855,11/23/2015,8:01 AM,WORCESTER,Non-fatal injury,CORAL STREET / HARRISON STREET,,,Local police
4164893,11/22/2015,1:00 PM,WORCESTER,Non-fatal injury,QUINSIGAMOND AVENUE / ENDICOTT STREET,,,Local police
4164895,11/21/2015,3:05 PM,WORCESTER,Non-fatal injury,GRAFTON STREET,,,Local police
4165400,11/17/2015,12:50 PM,WORCESTER,Not Reported,GRAFTON STREET,,CSX,Local police
4165412,11/19/2015,11:00 PM,WORCESTER,Non-fatal injury,MADISON STREET,,,Local police
4165417,11/19/2015,8:45 PM,WORCESTER,Non-fatal injury,MILL STREET / MAIN STREET,,,Local police
4165723,11/21/2015,2:22 AM,WORCESTER,Not Reported,WALL STREET,,,Local police
4165736,11/20/2015,7:18 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4165797,11/20/2015,7:54 AM,WORCESTER,Not Reported,TIRRELL STREET,,,Local police
4165834,12/3/2015,5:15 PM,WORCESTER,Property damage only (none injured),MADISON STREET,,,Local police
4165847,12/3/2015,3:00 PM,WORCESTER,Property damage only (none injured),LAFAYETTE STREET / HARDING STREET,,,Local police
4165850,12/3/2015,1:20 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET / SOUTHGATE STREET,,BICYCLE LANE,Local police
4165860,12/24/2015,5:59 AM,WORCESTER,Non-fatal injury,MADISON STREET / WASHINGTON STREET,,,Local police
4165865,12/23/2015,9:48 PM,WORCESTER,Property damage only (none injured),KELLEY SQUARE / VERNON STREET / WATER STREET,,,Local police
4165867,12/23/2015,8:08 PM,WORCESTER,Non-fatal injury,KELLEY SQUARE,GREEN STREET,,Local police
4165870,12/3/2015,11:14 AM,WORCESTER,Property damage only (none injured),MADISON STREET,KELLEY SQUARE,,Local police
4165876,12/14/2015,9:20 PM,WORCESTER,Property damage only (none injured),MADISON STREET,,GULF STATION,Local police
4165880,12/14/2015,7:37 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET Rte 122 / HAMILTON STREET / ORIENT STREET,,,Local police
4165887,12/14/2015,12:00 AM,WORCESTER,Not Reported,HARDING STREET,,,Local police
4165892,12/23/2015,1:53 PM,WORCESTER,Property damage only (none injured),HARRINGTON WAY,,,Local police
4165893,12/14/2015,3:00 PM,WORCESTER,Non-fatal injury,HARRISON STREET / HARDING STREET,,,Local police
4165905,12/18/2015,12:00 AM,WORCESTER,Not Reported,MILLBURY STREET,,,Local police
4165911,12/23/2015,9:04 AM,WORCESTER,Property damage only (none injured),TIRRELL STREET,,,Local police
4165914,12/22/2015,10:40 PM,WORCESTER,Property damage only (none injured),STAFFORD STREET / MAIN STREET,,,Local police
4165933,12/2/2015,6:48 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CURTIS PARKWAY,,,Local police
4166845,12/2/2015,7:45 AM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET / LAFAYETTE STREET,,,Local police
4166847,12/2/2015,12:22 PM,WORCESTER,Property damage only (none injured),MILLBURY STREET,LAFAYETTE STREET,16 KELLEY SQUARE,Local police
4166855,12/1/2015,7:46 PM,WORCESTER,Property damage only (none injured),MILL STREET,MAIN STREET,,Local police
4166856,12/26/2015,6:02 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET / HAMMOND STREET,,,Local police
4166878,12/2/2015,5:10 PM,WORCESTER,Non-fatal injury,MILL STREET,MAIN STREET,,Local police
4166916,12/13/2015,7:33 PM,WORCESTER,Property damage only (none injured),ORIENT STREET,,,Local police
4166921,12/21/2015,5:46 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET / HAMMOND STREET,,,Local police
4167338,12/19/2015,11:10 PM,WORCESTER,Non-fatal injury,PARK AVENUE,MAIN STREET,,Local police
4167339,12/19/2015,12:00 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET / HAMMOND STREET,,,Local police
4167376,12/10/2015,8:05 PM,WORCESTER,Non-fatal injury,GRAFTON STREET,,,Local police
4167614,12/20/2015,3:24 PM,WORCESTER,Unknown,WALL STREET,,,Local police
4167628,12/5/2015,9:20 AM,WORCESTER,Non-fatal injury,HAMMOND STREET / CANTERBURY STREET,,,Local police
4167637,12/20/2015,3:40 PM,WORCESTER,Non-fatal injury,CANTERBURY STREET / GARDNER STREET,,,Local police
4167640,12/4/2015,10:27 PM,WORCESTER,Property damage only (none injured),LAMARTINE STREET / SARGENT STREET,,,Local police
4167644,12/4/2015,2:14 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4167662,12/13/2015,10:06 AM,WORCESTER,Not Reported,MOTT STREET,,,Local police
4167675,11/25/2015,1:33 PM,WORCESTER,Not Reported,WATER STREET,,,Local police
4167679,11/24/2015,5:17 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET,,,Local police
4167693,12/16/2015,3:26 AM,WORCESTER,Not Reported,COBURN AVENUE,,,Local police
4168188,12/5/2015,1:01 AM,WORCESTER,Property damage only (none injured),CURTIS PARKWAY,,,Local police
4168222,12/18/2015,9:15 AM,WORCESTER,Non-fatal injury,MADISON STREET,,,Local police
4168238,12/24/2015,10:00 AM,WORCESTER,Not Reported,CAMBRIDGE STREET,,,Local police
4168292,12/31/2015,1:11 AM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET,LAFAYETTE STREET,,Local police
4168325,12/30/2015,7:30 PM,WORCESTER,Not Reported,BLAINE AVENUE,,,Local police
4168407,12/29/2015,3:45 PM,WORCESTER,Property damage only (none injured),KELLEY SQUARE,,BURKER KING,Local police
4168778,12/17/2015,5:26 PM,WORCESTER,Property damage only (none injured),ORIENT STREET / HAMILTON STREET / GRAFTON STREET,,,Local police
4168801,10/16/2015,9:49 AM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,,Local police
4168817,12/17/2015,10:44 AM,WORCESTER,Property damage only (none injured),MADISON STREET,,,Local police
4168824,10/7/2015,9:29 AM,WORCESTER,Property damage only (none injured),MAIN STREET / ARBOR VITAE STREET,,,Local police
4168860,12/17/2015,7:40 PM,WORCESTER,Property damage only (none injured),FREELAND STREET,,,Local police
4168863,12/6/2015,1:30 PM,WORCESTER,Non-fatal injury,CANTERBURY STREET / GARDNER STREET,,,Local police
4169941,10/23/2015,10:45 AM,WORCESTER,Property damage only (none injured),MADISON STREET / GREEN STREET / HARDING STREET,,,Local police
4169997,10/21/2015,10:07 AM,WORCESTER,Non-fatal injury,CRYSTAL STREET / ILLINOIS STREET,,,Local police
4186270,12/18/2015,5:29 PM,WORCESTER,Non-fatal injury,STAFFORD STREET,,,Local police
1403218,11/3/2001,2:15 PM,WORCESTER,Non-fatal injury,STAFFORD STREET / HEARD STREET,,,Local police
1403258,12/11/2001,10:10 PM,WORCESTER,Not Reported,MAIN STREET,,,Local police
1403304,12/9/2001,8:55 AM,WORCESTER,Not Reported,PROVIDENCE STREET,,,Local police
1403385,12/14/2001,4:30 PM,WORCESTER,Non-fatal injury,TAINTER STREET / GARDNER STREET,,,Local police
1403401,12/9/2001,4:38 PM,WORCESTER,Non-fatal injury,MILL STREET / MAIN STREET,,,Local police
1403494,12/16/2001,9:15 AM,WORCESTER,Property damage only (none injured),PARK AVENUE / MAIN STREET,,,Local police
